Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777893760,100,,Aggregated,18.200000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2073,6,10000,7535.791191871207,5.133873997692717,15058.78396999833,82517.98552821997
1777893761,100,,Aggregated,18.500000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2089,6,10000,7539.238018741985,5.133873997692717,15058.78396999833,82500.70272857827
1777893762,100,,Aggregated,18.800000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2104,6,10000,7536.1495050489575,5.133873997692717,15058.78396999833,82218.70247148289
1777893763,100,,Aggregated,18.300000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2126,6,10000,7547.933228129821,5.133873997692717,15058.78396999833,82273.95390404515
1777893764,100,,Aggregated,18.800000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2143,6,10000,7547.165426236117,5.133873997692717,15058.78396999833,82220.53663089128
1777893765,100,,Aggregated,18.500000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2162,6,10000,7544.029572989829,5.133873997692717,15058.78396999833,82239.95837187789
1777893766,100,,Aggregated,18.200000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2182,6,10000,7555.030594843726,5.133873997692717,15058.78396999833,82222.30339138405
1777893767,100,,Aggregated,18.500000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2198,6,10000,7555.605166435856,5.133873997692717,15058.78396999833,82208.02911737944
1777893768,100,,Aggregated,18.800000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2218,6,10000,7551.675666201989,5.133873997692717,15058.78396999833,82334.27862939585
1777893769,100,,Aggregated,18.500000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2242,6,10000,7547.1958179652165,5.133873997692717,15058.78396999833,82169.35860838537
1777893770,100,,Aggregated,18.800000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2255,6,10000,7557.491279615971,5.133873997692717,15058.78396999833,82265.13791574279
1777893771,100,,Aggregated,18.800000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2274,6,10000,7548.854098189988,5.133873997692717,15058.78396999833,82142.51099384345
